Barcode number,Company,Brand,Manufacturer,Rating,Category,Criticism,Praise,Category names
,,Sungold,,F,15,"2/100 in KnowTheChain Benchmark, 3/20 in Social Benchmark, Unsustainable palm oil use, 8% in methane scorecard, Tier 5 in farm animal welfare rankings, 27/100 S&P Global ESG Score, 19.5% in Food and Agriculture Benchmark, 15.1% in Nature Benchmark","4/5 for packaging performance, Palm oil rating - WAZA, CDP Climate Change score of B-",Milk
,,True Organic,,B,15,none,Organic products,Milk
,,Harvey Fresh,,F,15,"Renewable energy use, Fined $950k for Dairy Code breaches, Access to Nutrition rating, 0.1% in BMS Marketing Index, 0/20 in Social Benchmark, 4.4% in Food and Agriculture Benchmark, 4.3% in Nature Benchmark, 3.2% in methane scorecard, 24.5% in Forest 500 Rankings, CDP Forests score of D, Palm oil rating - WAZA",4/5 for packaging performance,Milk
,,Nestle,,F,15,"Irresponsible marketing, Nanoparticles in baby formula, Boycott call for infant formula, Palm oil sourcing, Delaying action on plastic pollution, Plastic pollution, Slave labour in Brazil, Control of water in North America, Palm oil from illegal sources, Deforestation in Africa, D grade in Keep Forests Standing report, ""Net zero"" greenwash, Palm oil sourcing, Promotion of bottled water, 7/27 in pesticides scorecard, Illegal baby food trials in India, Exploitative purchasing practices, 21.2% in BMS Marketing Index, Tier 5 in farm animal welfare rankings, Nanoparticles in baby formula, 39/100 S&P Global ESG Score","100% UTZ Certified cocoa, 4/5 for packaging performance, Modern Slavery disclosure quality, CDP Climate Change score of A-, Climate policy engagement, Access to Nutrition rating, 15/20 in Social Benchmark, 65.6% in Food and Agriculture Benchmark, 54.1% in Nature Benchmark, CDP Forests score of B, 66.5% in Forest 500 Rankings, Palm oil rating - WAZA, CDP Water Security score of B, 34.3% in Human Rights Benchmark, 40.4% in Gender Benchmark",Milk
,,Nanny Goat Lane,,?,15,none,none,Milk
,,Paris Creek Farms,,B,15,none,Exclusively organic products,Milk
,,Riverina Fresh,,B,15,none,3/5 for packaging performance,Milk
,,Norco,,C,15,Palm oil rating - WAZA,5/5 for packaging performance,Milk
,,Great Ocean Road,,F,15,"2/100 in KnowTheChain Benchmark, 3/20 in Social Benchmark, Unsustainable palm oil use, 8% in methane scorecard, Tier 5 in farm animal welfare rankings, 27/100 S&P Global ESG Score, 19.5% in Food and Agriculture Benchmark, 15.1% in Nature Benchmark","4/5 for packaging performance, Palm oil rating - WAZA, CDP Climate Change score of B-",Milk
,,Bannister Downs Farm (WA),,C,15,Feedlot operations,GM-Free brands,Milk
,,Mungalli Creek,,B,15,none,Exclusively biodynamic products,Milk
,,Betta (TAS),,C,15,"Renewable energy use, Palm oil rating - WAZA, 29/100 S&P Global ESG Score","76/100 in TIME rankings, 4/5 for packaging performance, Modern Slavery disclosure quality, 12/20 in Social Benchmark",Milk
,,Green Pastures,,?,15,none,none,Milk
,,Heart Active,,C,15,"Renewable energy use, Palm oil rating - WAZA, 29/100 S&P Global ESG Score","76/100 in TIME rankings, 4/5 for packaging performance, Modern Slavery disclosure quality, 12/20 in Social Benchmark",Milk
,,Farmers' Own,,C,15,"Supply chain practices in China, 35% in Forest 500 Rankings, 1/5 for plastic use, Fined $1m for breaching spam laws, $50m underpayments settlement, High free range stocking densities, 36/100 S&P Global ESG Score","Renewable energy use, 4/5 for packaging performance, Palm oil rating - WAZA, CDP Climate Change score of B, 42.1% in Human Rights Benchmark, 56/100 in KnowTheChain Benchmark, Modern Slavery disclosure quality, 13/20 in Social Benchmark, Banksia Sustainability Award 2023, 43.3% in Food and Agriculture Benchmark",Milk
,,Farmdale,,D,15,"4.5/10 in Deforestation Scorecard, High free range stocking densities, Poverty wages in Bangladesh, Worker exploitation, 21.4% in Forest 500 Rankings, Unsustainable palm oil use, 13/100 in What Fuels Fashion?, Tier 4 in farm animal welfare rankings","4/5 for packaging performance, Renewable energy use, COVID Fashion Commitments, Banksia Sustainability Award 2020, Palm oil rating - WAZA, Palm oil scorecard - WWF, International Accord signatory, Ethical Trading Initiative member, 10.5/20 in Social Benchmark",Milk
,,Fleurieu (SA),,B,15,none,GM-Free brands,Milk
,,Barambah Organics,,A,15,none,"Exclusively organic products, 4/5 for packaging performance",Milk
,,Australia's Own,,B,15,none,4/5 for packaging performance,Milk
,,Living Planet,,A,15,none,"5/5 for packaging performance, Mostly organic products, GM-Free brands",Milk
,,Masters (WA),,C,15,"Renewable energy use, Palm oil rating - WAZA, 29/100 S&P Global ESG Score","76/100 in TIME rankings, 4/5 for packaging performance, Modern Slavery disclosure quality, 12/20 in Social Benchmark",Milk
,,Milk Lab,,B,15,none,4/5 for packaging performance,Milk
,,So Natural,,B,15,none,4/5 for packaging performance,Milk
,,Canberra Milk (ACT),,C,15,"Renewable energy use, Palm oil rating - WAZA, 29/100 S&P Global ESG Score","76/100 in TIME rankings, 4/5 for packaging performance, Modern Slavery disclosure quality, 12/20 in Social Benchmark",Milk
,,Big M,,C,16,"Renewable energy use, Palm oil rating - WAZA, 29/100 S&P Global ESG Score","76/100 in TIME rankings, 4/5 for packaging performance, Modern Slavery disclosure quality, 12/20 in Social Benchmark",Flavoured Milk
,,Breaka,,F,16,"Renewable energy use, Fined $950k for Dairy Code breaches, Access to Nutrition rating, 0.1% in BMS Marketing Index, 0/20 in Social Benchmark, 4.4% in Food and Agriculture Benchmark, 4.3% in Nature Benchmark, 3.2% in methane scorecard, 24.5% in Forest 500 Rankings, CDP Forests score of D, Palm oil rating - WAZA",4/5 for packaging performance,Flavoured Milk
,,Dairy Farmers,,C,16,"Renewable energy use, Palm oil rating - WAZA, 29/100 S&P Global ESG Score","76/100 in TIME rankings, 4/5 for packaging performance, Modern Slavery disclosure quality, 12/20 in Social Benchmark",Flavoured Milk
,,Dare,,C,16,"Renewable energy use, Palm oil rating - WAZA, 29/100 S&P Global ESG Score","76/100 in TIME rankings, 4/5 for packaging performance, Modern Slavery disclosure quality, 12/20 in Social Benchmark",Flavoured Milk
,,Classic,,C,16,"Renewable energy use, Palm oil rating - WAZA, 29/100 S&P Global ESG Score","76/100 in TIME rankings, 4/5 for packaging performance, Modern Slavery disclosure quality, 12/20 in Social Benchmark",Flavoured Milk
,,Ice Break,,F,16,"Renewable energy use, Fined $950k for Dairy Code breaches, Access to Nutrition rating, 0.1% in BMS Marketing Index, 0/20 in Social Benchmark, 4.4% in Food and Agriculture Benchmark, 4.3% in Nature Benchmark, 3.2% in methane scorecard, 24.5% in Forest 500 Rankings, CDP Forests score of D, Palm oil rating - WAZA",4/5 for packaging performance,Flavoured Milk
,,Just Natural,,F,16,"Renewable energy use, Fined $950k for Dairy Code breaches, Access to Nutrition rating, 0.1% in BMS Marketing Index, 0/20 in Social Benchmark, 4.4% in Food and Agriculture Benchmark, 4.3% in Nature Benchmark, 3.2% in methane scorecard, 24.5% in Forest 500 Rankings, CDP Forests score of D, Palm oil rating - WAZA",4/5 for packaging performance,Flavoured Milk
,,Masters,,C,16,"Renewable energy use, Palm oil rating - WAZA, 29/100 S&P Global ESG Score","76/100 in TIME rankings, 4/5 for packaging performance, Modern Slavery disclosure quality, 12/20 in Social Benchmark",Flavoured Milk
,,Moo,,F,16,"2/100 in KnowTheChain Benchmark, 3/20 in Social Benchmark, Unsustainable palm oil use, 8% in methane scorecard, Tier 5 in farm animal welfare rankings, 27/100 S&P Global ESG Score, 19.5% in Food and Agriculture Benchmark, 15.1% in Nature Benchmark","4/5 for packaging performance, Palm oil rating - WAZA, CDP Climate Change score of B-",Flavoured Milk
,,Moove,,C,16,"Renewable energy use, Palm oil rating - WAZA, 29/100 S&P Global ESG Score","76/100 in TIME rankings, 4/5 for packaging performance, Modern Slavery disclosure quality, 12/20 in Social Benchmark",Flavoured Milk
,,Oak,,F,16,"Renewable energy use, Fined $950k for Dairy Code breaches, Access to Nutrition rating, 0.1% in BMS Marketing Index, 0/20 in Social Benchmark, 4.4% in Food and Agriculture Benchmark, 4.3% in Nature Benchmark, 3.2% in methane scorecard, 24.5% in Forest 500 Rankings, CDP Forests score of D, Palm oil rating - WAZA",4/5 for packaging performance,Flavoured Milk
,,Pura,,C,16,"Renewable energy use, Palm oil rating - WAZA, 29/100 S&P Global ESG Score","76/100 in TIME rankings, 4/5 for packaging performance, Modern Slavery disclosure quality, 12/20 in Social Benchmark",Flavoured Milk
,,Rush,,F,16,"Renewable energy use, Fined $950k for Dairy Code breaches, Access to Nutrition rating, 0.1% in BMS Marketing Index, 0/20 in Social Benchmark, 4.4% in Food and Agriculture Benchmark, 4.3% in Nature Benchmark, 3.2% in methane scorecard, 24.5% in Forest 500 Rankings, CDP Forests score of D, Palm oil rating - WAZA",4/5 for packaging performance,Flavoured Milk
,,Nippy's,,?,16,none,none,Flavoured Milk
,,Farmers Union,,C,16,"Renewable energy use, Palm oil rating - WAZA, 29/100 S&P Global ESG Score","76/100 in TIME rankings, 4/5 for packaging performance, Modern Slavery disclosure quality, 12/20 in Social Benchmark",Flavoured Milk
,,Pauls,,F,16,"Renewable energy use, Fined $950k for Dairy Code breaches, Access to Nutrition rating, 0.1% in BMS Marketing Index, 0/20 in Social Benchmark, 4.4% in Food and Agriculture Benchmark, 4.3% in Nature Benchmark, 3.2% in methane scorecard, 24.5% in Forest 500 Rankings, CDP Forests score of D, Palm oil rating - WAZA",4/5 for packaging performance,Flavoured Milk
,,Brownes,,C,16,Part owned by China Mengniu Dairy,4/5 for packaging performance,Flavoured Milk
,,Chill,,C,16,Part owned by China Mengniu Dairy,4/5 for packaging performance,Flavoured Milk
,,Supa Shake,,C,16,"17% in Forest 500 Rankings, Supply chain practices in China, 18.8% in methane scorecard, Renewable energy use, 7.5/20 in Social Benchmark","4/5 for packaging performance, CDP Climate Change score of A-, Packaging Council of New Zealand member, Palm oil rating - WAZA, CDP Water Security score of B, 41% in Food and Agriculture Benchmark, 36.1% in Nature Benchmark",Flavoured Milk
,,Sustagen,,F,16,"Irresponsible marketing, Nanoparticles in baby formula, Boycott call for infant formula, Palm oil sourcing, Delaying action on plastic pollution, Plastic pollution, Slave labour in Brazil, Control of water in North America, Palm oil from illegal sources, Deforestation in Africa, D grade in Keep Forests Standing report, ""Net zero"" greenwash, Palm oil sourcing, Promotion of bottled water, 7/27 in pesticides scorecard, Illegal baby food trials in India, Exploitative purchasing practices, 21.2% in BMS Marketing Index, Tier 5 in farm animal welfare rankings, Nanoparticles in baby formula, 39/100 S&P Global ESG Score","100% UTZ Certified cocoa, 4/5 for packaging performance, Modern Slavery disclosure quality, CDP Climate Change score of A-, Climate policy engagement, Access to Nutrition rating, 15/20 in Social Benchmark, 65.6% in Food and Agriculture Benchmark, 54.1% in Nature Benchmark, CDP Forests score of B, 66.5% in Forest 500 Rankings, Palm oil rating - WAZA, CDP Water Security score of B, 34.3% in Human Rights Benchmark, 40.4% in Gender Benchmark",Flavoured Milk
,,Liddells,,F,16,"2/100 in KnowTheChain Benchmark, 3/20 in Social Benchmark, Unsustainable palm oil use, 8% in methane scorecard, Tier 5 in farm animal welfare rankings, 27/100 S&P Global ESG Score, 19.5% in Food and Agriculture Benchmark, 15.1% in Nature Benchmark","4/5 for packaging performance, Palm oil rating - WAZA, CDP Climate Change score of B-",Flavoured Milk
,,Great Ocean Road,,F,16,"2/100 in KnowTheChain Benchmark, 3/20 in Social Benchmark, Unsustainable palm oil use, 8% in methane scorecard, Tier 5 in farm animal welfare rankings, 27/100 S&P Global ESG Score, 19.5% in Food and Agriculture Benchmark, 15.1% in Nature Benchmark","4/5 for packaging performance, Palm oil rating - WAZA, CDP Climate Change score of B-",Flavoured Milk
,,Sungold,,F,16,"2/100 in KnowTheChain Benchmark, 3/20 in Social Benchmark, Unsustainable palm oil use, 8% in methane scorecard, Tier 5 in farm animal welfare rankings, 27/100 S&P Global ESG Score, 19.5% in Food and Agriculture Benchmark, 15.1% in Nature Benchmark","4/5 for packaging performance, Palm oil rating - WAZA, CDP Climate Change score of B-",Flavoured Milk
,,Bannister Downs Farm (WA),,C,16,Feedlot operations,GM-Free brands,Flavoured Milk
,,Devondale,,F,16,"2/100 in KnowTheChain Benchmark, 3/20 in Social Benchmark, Unsustainable palm oil use, 8% in methane scorecard, Tier 5 in farm animal welfare rankings, 27/100 S&P Global ESG Score, 19.5% in Food and Agriculture Benchmark, 15.1% in Nature Benchmark","4/5 for packaging performance, Palm oil rating - WAZA, CDP Climate Change score of B-",Flavoured Milk
,,Mighty Cool,,C,16,Palm oil rating - WAZA,5/5 for packaging performance,Flavoured Milk
,,FM,,C,16,Palm oil rating - WAZA,5/5 for packaging performance,Flavoured Milk
,,Norco,,C,16,Palm oil rating - WAZA,5/5 for packaging performance,Flavoured Milk
,,Barista Bros,,C,16,"Irresponsible marketing, 10/100 in KnowTheChain Benchmark, Part ownership by Coca-Cola Company","4/5 for packaging performance, Renewable energy use, Banksia Sustainability Award 2019, CDP Climate Change score of A, CDP Water Security score of A-, 84/100 S&P Global ESG Score",Flavoured Milk
,,Rokeby Farms,,F,16,"Involvement with Burma, 0/20 in Social Benchmark, 2% in Financial System Benchmark, Collusion lawsuit",none,Flavoured Milk
,,Moo Box,,D,16,"4.5/10 in Deforestation Scorecard, High free range stocking densities, Poverty wages in Bangladesh, Worker exploitation, 21.4% in Forest 500 Rankings, Unsustainable palm oil use, 13/100 in What Fuels Fashion?, Tier 4 in farm animal welfare rankings","4/5 for packaging performance, Renewable energy use, COVID Fashion Commitments, Banksia Sustainability Award 2020, Palm oil rating - WAZA, Palm oil scorecard - WWF, International Accord signatory, Ethical Trading Initiative member, 10.5/20 in Social Benchmark",Flavoured Milk
,,Fleurieu (SA),,B,16,none,GM-Free brands,Flavoured Milk
,,Zymil,,F,16,"Renewable energy use, Fined $950k for Dairy Code breaches, Access to Nutrition rating, 0.1% in BMS Marketing Index, 0/20 in Social Benchmark, 4.4% in Food and Agriculture Benchmark, 4.3% in Nature Benchmark, 3.2% in methane scorecard, 24.5% in Forest 500 Rankings, CDP Forests score of D, Palm oil rating - WAZA",4/5 for packaging performance,Flavoured Milk
,,Up & Go,,D,16,"Renewable energy use, Palm oil rating - WAZA",3/5 for packaging performance,Flavoured Milk
,,Milky Max,,F,16,"Renewable energy use, Fined $950k for Dairy Code breaches, Access to Nutrition rating, 0.1% in BMS Marketing Index, 0/20 in Social Benchmark, 4.4% in Food and Agriculture Benchmark, 4.3% in Nature Benchmark, 3.2% in methane scorecard, 24.5% in Forest 500 Rankings, CDP Forests score of D, Palm oil rating - WAZA",4/5 for packaging performance,Flavoured Milk
,,Vitasoy,,C,16,CDP Forests score of D-,"4/5 for packaging performance, CDP Water Security score of B, Global 100",Flavoured Milk
,,Coach House,,B,16,none,Organic products,Flavoured Milk
,,V,,D,16,"32/100 in KnowTheChain Benchmark, 39/100 S&P Global ESG Score, Supply chain practices in China, Access to Nutrition rating, Unsustainable palm oil use","4/5 for packaging performance, CDP Climate Change score of A, CDP Water Security score of A, 59/100 in TIME rankings",Flavoured Milk
,,Nutriboost,,C,16,"Irresponsible marketing, 10/100 in KnowTheChain Benchmark, Part ownership by Coca-Cola Company","4/5 for packaging performance, Renewable energy use, Banksia Sustainability Award 2019, CDP Climate Change score of A, CDP Water Security score of A-, 84/100 S&P Global ESG Score",Flavoured Milk
,,Ram,,D,16,"4.5/10 in Deforestation Scorecard, High free range stocking densities, Poverty wages in Bangladesh, Worker exploitation, 21.4% in Forest 500 Rankings, Unsustainable palm oil use, 13/100 in What Fuels Fashion?, Tier 4 in farm animal welfare rankings","4/5 for packaging performance, Renewable energy use, COVID Fashion Commitments, Banksia Sustainability Award 2020, Palm oil rating - WAZA, Palm oil scorecard - WWF, International Accord signatory, Ethical Trading Initiative member, 10.5/20 in Social Benchmark",Flavoured Milk
